,Wk,Day,Date,Time,Home,xG,Score1,Score2,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
47,5.0,Sun,2020-10-25,12:30,Cagliari,2.4,4,2,1.6,Crotone,1000.0,Sardegna Arena,Antonio Di Martino,Match Report,
48,5.0,Sun,2020-10-25,15:00,Benevento,0.5,1,2,2.1,Napoli,1000.0,Stadio Ciro Vigorito,Daniele Doveri,Match Report,
49,5.0,Sun,2020-10-25,15:00,Parma,3.2,2,2,0.9,Spezia,1000.0,Stadio Ennio Tardini,Valerio Marini,Match Report,
50,5.0,Sun,2020-10-25,18:00,Fiorentina,1.2,3,2,1.8,Udinese,1000.0,Stadio Artemio Franchi,Francesco Fourneau,Match Report,
51,5.0,Sun,2020-10-25,20:45,Juventus,1.8,1,1,0.7,Hellas Verona,1000.0,Allianz Stadium,Fabrizio Pasqua,Match Report,
52,5.0,Mon,2020-10-26,20:45,Milan,2.6,3,3,2.3,Roma,,Stadio Giuseppe Meazza,Piero Giacomelli,Match Report,
53,,,,,,,NA,NA,,,,,,,
54,6.0,Sat,2020-10-31,15:00,Crotone,0.4,1,2,2.6,Atalanta,,Stadio Ezio Scida,Federico Dionisi,Match Report,
55,6.0,Sat,2020-10-31,18:00,Inter,2.5,2,2,0.7,Parma,,Stadio Giuseppe Meazza,Marco Piccinini,Match Report,
56,6.0,Sat,2020-10-31,20:45,Bologna,1.4,3,2,0.6,Cagliari,,Stadio Renato DallAra,Michael Fabbri,Match Report,
57,6.0,Sun,2020-11-01,12:30,Udinese,1.1,1,2,1.1,Milan,,Dacia Arena,Marco Di Bello,Match Report,
58,6.0,Sun,2020-11-01,15:00,Torino,2.8,3,4,1.4,Lazio,,Stadio Olimpico di Torino,Daniele Chiffi,Match Report,
59,6.0,Sun,2020-11-01,15:00,Spezia,0.7,1,4,3.4,Juventus,,Stadio Dino Manuzzi,Rosario Abisso,Match Report,
60,6.0,Sun,2020-11-01,18:00,Roma,3.0,2,0,0.4,Fiorentina,,Stadio Olimpico,Daniele Orsato,Match Report,
61,6.0,Sun,2020-11-01,18:00,Napoli,2.3,0,2,1.4,Sassuolo,,Stadio San Paolo,Maurizio Mariani,Match Report,
62,6.0,Sun,2020-11-01,20:45,Sampdoria,0.7,1,1,0.6,Genoa,,Stadio Comunale Luigi Ferraris,Federico La Penna,Match Report,
63,6.0,Mon,2020-11-02,20:45,Hellas Verona,1.7,3,1,1.6,Benevento,,Stadio MarcAntonio Bentegodi,Juan Sacchi,Match Report,
64,,,,,,,NA,NA,,,,,,,
65,3.0,Wed,2020-11-04,17:00,Genoa,1.1,1,2,0.6,Torino,,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
66,,,,,,,NA,NA,,,,,,,
67,7.0,Fri,2020-11-06,20:45,Sassuolo,0.1,0,0,0.1,Udinese,,Stadio Città del Tricolore,Eugenio Abbattista,Match Report,
68,7.0,Sat,2020-11-07,15:00,Cagliari,2.1,2,0,0.1,Sampdoria,,Sardegna Arena,Giovanni Ayroldi,Match Report,
69,7.0,Sat,2020-11-07,18:00,Benevento,0.3,0,3,0.9,Spezia,,Stadio Ciro Vigorito,Gianluca Aureliano,Match Report,
70,7.0,Sat,2020-11-07,20:45,Parma,0.1,0,0,0.7,Fiorentina,,Stadio Ennio Tardini,Federico La Penna,Match Report,
71,7.0,Sun,2020-11-08,12:30,Lazio,0.9,1,1,1.2,Juventus,,Stadio Olimpico,Davide Massa,Match Report,
72,7.0,Sun,2020-11-08,15:00,Atalanta,0.8,1,1,1.0,Inter,,Stadio Atleti Azzurri dItalia,Daniele Doveri,Match Report,
73,7.0,Sun,2020-11-08,15:00,Genoa,0.6,1,3,2.0,Roma,,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
74,7.0,Sun,2020-11-08,15:00,Torino,0.2,0,0,0.3,Crotone,,Stadio Olimpico di Torino,Francesco Fourneau,Match Report,
75,7.0,Sun,2020-11-08,18:00,Bologna,0.8,0,1,1.2,Napoli,,Stadio Renato DallAra,Fabrizio Pasqua,Match Report,
76,7.0,Sun,2020-11-08,20:45,Milan,3.3,2,2,1.5,Hellas Verona,,Stadio Giuseppe Meazza,Marco Guida,Match Report,
77,,,,,,,NA,NA,,,,,,,
78,8.0,Sat,2020-11-21,15:00,Crotone,0.6,0,2,1.8,Lazio,,Stadio Ezio Scida,Juan Sacchi,Match Report,
79,8.0,Sat,2020-11-21,18:00,Spezia,0.5,0,0,1.2,Atalanta,,Stadio Dino Manuzzi,Antonio Rapuano,Match Report,
80,8.0,Sat,2020-11-21,20:45,Juventus,2.1,2,0,0.1,Cagliari,,Allianz Stadium,Fabio Maresca,Match Report,
81,8.0,Sun,2020-11-22,12:30,Fiorentina,0.8,0,1,0.7,Benevento,,Stadio Artemio Franchi,Davide Ghersini,Match Report,
82,8.0,Sun,2020-11-22,15:00,Hellas Verona,1.2,0,2,0.5,Sassuolo,,Stadio MarcAntonio Bentegodi,Daniele Chiffi,Match Report,
83,8.0,Sun,2020-11-22,15:00,Inter,3.6,4,2,1.9,Torino,,Stadio Giuseppe Meazza,Federico La Penna,Match Report,
84,8.0,Sun,2020-11-22,15:00,Roma,2.8,3,0,0.0,Parma,,Stadio Olimpico,Gianluca Manganiello,Match Report,
85,8.0,Sun,2020-11-22,15:00,Sampdoria,0.7,1,2,1.7,Bologna,,Stadio Comunale Luigi Ferraris,Livio Marinelli,Match Report,
86,8.0,Sun,2020-11-22,18:00,Udinese,0.5,1,0,1.0,Genoa,,Dacia Arena,Giampaolo Calvarese,Match Report,
87,8.0,Sun,2020-11-22,20:45,Napoli,1.7,1,3,2.6,Milan,,Stadio San Paolo,Paolo Valeri,Match Report,
88,,,,,,,NA,NA,,,,,,,
89,9.0,Sat,2020-11-28,15:00,Sassuolo,0.7,0,3,1.2,Inter,,Stadio Città del Tricolore,Massimiliano Irrati,Match Report,
90,9.0,Sat,2020-11-28,18:00,Benevento,0.4,1,1,1.6,Juventus,,Stadio Ciro Vigorito,Fabrizio Pasqua,Match Report,
91,9.0,Sat,2020-11-28,20:45,Atalanta,1.8,0,2,1.7,Hellas Verona,,Stadio Atleti Azzurri dItalia,Davide Massa,Match Report,
92,9.0,Sun,2020-11-29,12:30,Lazio,1.3,1,3,1.1,Udinese,,Stadio Olimpico,Gianluca Aureliano,Match Report,
93,9.0,Sun,2020-11-29,15:00,Milan,2.6,2,0,0.3,Fiorentina,,Stadio Giuseppe Meazza,Rosario Abisso,Match Report,
94,9.0,Sun,2020-11-29,15:00,Bologna,1.5,1,0,0.4,Crotone,,Stadio Renato DallAra,Marco Serra,Match Report,
95,9.0,Sun,2020-11-29,18:00,Cagliari,2.3,2,2,2.8,Spezia,,Sardegna Arena,Valerio Marini,Match Report,
96,9.0,Sun,2020-11-29,20:45,Napoli,1.9,4,0,0.3,Roma,,Stadio San Paolo,Marco Di Bello,Match Report,
97,9.0,Mon,2020-11-30,18:30,Torino,1.6,2,2,1.1,Sampdoria,,Stadio Olimpico di Torino,Daniele Doveri,Match Report,
98,9.0,Mon,2020-11-30,20:45,Genoa,1.4,1,2,1.1,Parma,,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
99,,,,,,,NA,NA,,,,,,,
100,10.0,Sat,2020-12-05,15:00,Spezia,1.7,1,2,0.3,Lazio,,Stadio Dino Manuzzi,Daniele Chiffi,Match Report,
101,10.0,Sat,2020-12-05,18:00,Juventus,1.6,2,1,0.8,Torino,,Allianz Stadium,Daniele Orsato,Match Report,
102,10.0,Sat,2020-12-05,20:45,Inter,1.5,3,1,1.3,Bologna,,Stadio Giuseppe Meazza,Paolo Valeri,Match Report,
103,10.0,Sun,2020-12-06,12:30,Hellas Verona,2.8,1,1,1.2,Cagliari,,Stadio MarcAntonio Bentegodi,Gianluca Manganiello,Match Report,
104,10.0,Sun,2020-12-06,15:00,Parma,0.4,0,0,0.3,Benevento,,Stadio Ennio Tardini,Juan Sacchi,Match Report,
105,10.0,Sun,2020-12-06,15:00,Roma,1.2,0,0,0.4,Sassuolo,,Stadio Olimpico,Fabio Maresca,Match Report,
106,10.0,Sun,2020-12-06,18:00,Crotone,0.5,0,4,2.2,Napoli,,Stadio Ezio Scida,Livio Marinelli,Match Report,
107,10.0,Sun,2020-12-06,20:45,Sampdoria,1.1,1,2,2.5,Milan,,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,Match Report,
108,10.0,Mon,2020-12-07,20:45,Fiorentina,2.7,1,1,1.2,Genoa,,Stadio Artemio Franchi,Daniele Doveri,Match Report,
109,,,,,,,NA,NA,,,,,,,
110,11.0,Fri,2020-12-11,20:45,Sassuolo,1.0,1,0,2.5,Benevento,,Stadio Città del Tricolore,Simone Sozza,Match Report,
111,11.0,Sat,2020-12-12,15:00,Crotone,2.2,4,1,1.2,Spezia,,Stadio Ezio Scida,Antonio Giua,Match Report,
112,11.0,Sat,2020-12-12,18:00,Torino,1.1,2,3,1.2,Udinese,,Stadio Olimpico di Torino,Davide Massa,Match Report,
113,11.0,Sat,2020-12-12,20:45,Lazio,1.0,1,2,1.2,Hellas Verona,,Stadio Olimpico,Rosario Abisso,Match Report,
114,11.0,Sun,2020-12-13,12:45,Cagliari,1.6,1,3,3.5,Inter,,Sardegna Arena,Fabrizio Pasqua,Match Report,
115,11.0,Sun,2020-12-13,15:00,Atalanta,2.6,3,0,0.4,Fiorentina,,Stadio Atleti Azzurri dItalia,Maurizio Mariani,Match Report,
116,11.0,Sun,2020-12-13,15:00,Bologna,0.7,1,5,3.4,Roma,,Stadio Renato DallAra,Giampaolo Calvarese,Match Report,
117,11.0,Sun,2020-12-13,15:00,Napoli,1.1,2,1,1.1,Sampdoria,,Stadio San Paolo,Federico La Penna,Match Report,
118,11.0,Sun,2020-12-13,18:00,Genoa,0.2,1,3,2.6,Juventus,,Stadio Comunale Luigi Ferraris,Marco Di Bello,Match Report,
119,11.0,Sun,2020-12-13,20:45,Milan,1.8,2,2,0.6,Parma,,Stadio Giuseppe Meazza,Francesco Fourneau,Match Report,
120,,,,,,,NA,NA,,,,,,,
121,12.0,Tue,2020-12-15,18:30,Udinese,1.1,0,0,0.2,Crotone,,Dacia Arena,Antonio Di Martino,Match Report,
122,12.0,Tue,2020-12-15,20:45,Benevento,1.4,1,1,0.8,Lazio,,Stadio Ciro Vigorito,Luca Pairetto,Match Report,
123,12.0,Wed,2020-12-16,18:30,Juventus,2.7,1,1,1.1,Atalanta,,Allianz Stadium,Daniele Doveri,Match Report,
124,12.0,Wed,2020-12-16,20:45,Fiorentina,2.0,1,1,1.1,Sassuolo,,Stadio Artemio Franchi,Paolo Valeri,Match Report,
125,12.0,Wed,2020-12-16,20:45,Genoa,1.2,2,2,1.5,Milan,,Stadio Comunale Luigi Ferraris,Daniele Orsato,Match Report,
126,12.0,Wed,2020-12-16,20:45,Spezia,3.7,2,2,2.0,Bologna,,Stadio Dino Manuzzi,Piero Giacomelli,Match Report,
127,12.0,Wed,2020-12-16,20:45,Hellas Verona,1.4,1,2,0.7,Sampdoria,,Stadio MarcAntonio Bentegodi,Riccardo Ros,Match Report,
128,12.0,Wed,2020-12-16,20:45,Inter,1.1,1,0,1.7,Napoli,,Stadio Giuseppe Meazza,Davide Massa,Match Report,
129,12.0,Wed,2020-12-16,20:45,Parma,1.0,0,0,0.3,Cagliari,,Stadio Ennio Tardini,Ivan Pezzuto,Match Report,
130,12.0,Thu,2020-12-17,20:45,Roma,2.6,3,1,1.5,Torino,,Stadio Olimpico,Rosario Abisso,Match Report,
131,,,,,,,NA,NA,,,,,,,
132,13.0,Sat,2020-12-19,15:00,Fiorentina,1.2,1,1,1.1,Hellas Verona,,Stadio Artemio Franchi,Francesco Fourneau,Match Report,
133,13.0,Sat,2020-12-19,18:00,Sampdoria,1.9,3,1,0.9,Crotone,,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,
134,13.0,Sat,2020-12-19,20:45,Parma,0.7,0,4,2.5,Juventus,,Stadio Ennio Tardini,Giampaolo Calvarese,Match Report,
135,13.0,Sun,2020-12-20,12:30,Torino,0.9,1,1,1.6,Bologna,,Stadio Olimpico di Torino,Fabrizio Pasqua,Match Report,
136,13.0,Sun,2020-12-20,15:00,Inter,1.8,2,1,0.8,Spezia,,Stadio Giuseppe Meazza,Michael Fabbri,Match Report,
137,13.0,Sun,2020-12-20,15:00,Benevento,1.6,2,0,0.3,Genoa,,Stadio Ciro Vigorito,Antonio Giua,Match Report,
138,13.0,Sun,2020-12-20,15:00,Cagliari,0.5,1,1,1.4,Udinese,,Sardegna Arena,Marco Piccinini,Match Report,
139,13.0,Sun,2020-12-20,15:00,Sassuolo,0.9,1,2,1.5,Milan,,Stadio Città del Tricolore,Maurizio Mariani,Match Report,
140,13.0,Sun,2020-12-20,18:00,Atalanta,2.0,4,1,0.8,Roma,,Stadio Atleti Azzurri dItalia,Marco Di Bello,Match Report,
141,13.0,Sun,2020-12-20,20:45,Lazio,0.8,2,0,0.9,Napoli,,Stadio Olimpico,Daniele Orsato,Match Report,
142,,,,,,,NA,NA,,,,,,,
143,14.0,Tue,2020-12-22,18:30,Crotone,0.8,2,1,1.2,Parma,,Stadio Ezio Scida,Fabio Maresca,Match Report,
144,14.0,Tue,2020-12-22,20:45,Juventus,0.4,0,3,1.0,Fiorentina,,Allianz Stadium,Federico La Penna,Match Report,
145,14.0,Wed,2020-12-23,18:30,Hellas Verona,0.7,1,2,2.1,Inter,,Stadio MarcAntonio Bentegodi,Piero Giacomelli,Match Report,
146,14.0,Wed,2020-12-23,20:45,Udinese,1.7,0,2,0.4,Benevento,,Dacia Arena,Manuel Volpi,Match Report,
147,14.0,Wed,2020-12-23,20:45,Sampdoria,1.7,2,3,2.1,Sassuolo,,Stadio Comunale Luigi Ferraris,Giovanni Ayroldi,Match Report,
148,14.0,Wed,2020-12-23,20:45,Napoli,0.9,1,1,0.5,Torino,,Stadio San Paolo,Paolo Valeri,Match Report,
149,14.0,Wed,2020-12-23,20:45,Roma,3.2,3,2,1.7,Cagliari,,Stadio Olimpico,Luca Pairetto,Match Report,
150,14.0,Wed,2020-12-23,20:45,Bologna,1.0,2,2,1.5,Atalanta,,Stadio Renato DallAra,Daniele Chiffi,Match Report,
151,14.0,Wed,2020-12-23,20:45,Milan,1.9,3,2,1.8,Lazio,,Stadio Giuseppe Meazza,Marco Di Bello,Match Report,
152,14.0,Wed,2020-12-23,20:45,Spezia,0.7,1,2,1.6,Genoa,,Stadio Dino Manuzzi,Davide Massa,Match Report,
153,,,,,,,NA,NA,,,,,,,
154,15.0,Sun,2021-01-03,12:30,Inter,2.5,6,2,1.6,Crotone,,Stadio Giuseppe Meazza,Gianluca Aureliano,Match Report,
155,15.0,Sun,2021-01-03,15:00,Fiorentina,0.3,0,0,0.7,Bologna,,Stadio Artemio Franchi,Daniele Orsato,Match Report,
156,15.0,Sun,2021-01-03,15:00,Parma,1.0,0,3,1.6,Torino,,Stadio Ennio Tardini,Daniele Doveri,Match Report,
157,15.0,Sun,2021-01-03,15:00,Atalanta,2.7,5,1,0.7,Sassuolo,,Stadio Atleti Azzurri dItalia,Fabio Maresca,Match Report,
158,15.0,Sun,2021-01-03,15:00,Genoa,0.9,1,1,1.4,Lazio,,Stadio Comunale Luigi Ferraris,Giampaolo Calvarese,Match Report,
159,15.0,Sun,2021-01-03,15:00,Roma,2.1,1,0,0.4,Sampdoria,,Stadio Olimpico,Daniele Chiffi,Match Report,
160,15.0,Sun,2021-01-03,15:00,Cagliari,1.0,1,4,3.8,Napoli,,Sardegna Arena,Gianluca Manganiello,Match Report,
161,15.0,Sun,2021-01-03,15:00,Spezia,0.8,0,1,1.7,Hellas Verona,,Stadio Dino Manuzzi,Luca Pairetto,Match Report,
162,15.0,Sun,2021-01-03,18:00,Benevento,2.5,0,2,1.5,Milan,,Stadio Ciro Vigorito,Fabrizio Pasqua,Match Report,
163,15.0,Sun,2021-01-03,20:45,Juventus,2.8,4,1,1.7,Udinese,,Allianz Stadium,Piero Giacomelli,Match Report,
164,,,,,,,NA,NA,,,,,,,
165,16.0,Wed,2021-01-06,12:30,Cagliari,0.9,1,2,1.2,Benevento,,Sardegna Arena,Eugenio Abbattista,Match Report,
166,16.0,Wed,2021-01-06,15:00,Bologna,1.0,2,2,1.6,Udinese,,Stadio Renato DallAra,Giovanni Ayroldi,Match Report,
167,16.0,Wed,2021-01-06,15:00,Lazio,1.2,2,1,1.6,Fiorentina,,Stadio Olimpico,Rosario Abisso,Match Report,
168,16.0,Wed,2021-01-06,15:00,Atalanta,1.7,3,0,0.0,Parma,,Stadio Atleti Azzurri dItalia,Juan Sacchi,Match Report,
169,16.0,Wed,2021-01-06,15:00,Sampdoria,1.2,2,1,2.5,Inter,,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
170,16.0,Wed,2021-01-06,15:00,Sassuolo,1.6,2,1,1.1,Genoa,,Stadio Città del Tricolore,Michael Fabbri,Match Report,
171,16.0,Wed,2021-01-06,15:00,Crotone,0.8,1,3,2.2,Roma,,Stadio Ezio Scida,Marco Piccinini,Match Report,
172,16.0,Wed,2021-01-06,15:00,Torino,1.4,1,1,0.4,Hellas Verona,,Stadio Olimpico di Torino,Marco Di Bello,Match Report,
173,16.0,Wed,2021-01-06,18:00,Napoli,3.6,1,2,2.0,Spezia,,Stadio San Paolo,Maurizio Mariani,Match Report,
174,16.0,Wed,2021-01-06,20:45,Milan,1.3,1,3,1.7,Juventus,,Stadio Giuseppe Meazza,Massimiliano Irrati,Match Report,
175,,,,,,,NA,NA,,,,,,,
176,17.0,Sat,2021-01-09,15:00,Benevento,0.9,1,4,4.3,Atalanta,,Stadio Ciro Vigorito,Gianluca Manganiello,Match Report,
177,17.0,Sat,2021-01-09,18:00,Genoa,1.4,2,0,0.5,Bologna,,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
178,17.0,Sat,2021-01-09,20:45,Milan,1.6,2,0,0.6,Torino,,Stadio Giuseppe Meazza,Fabio Maresca,Match Report,
179,17.0,Sun,2021-01-10,12:30,Roma,1.1,2,2,2.0,Inter,,Stadio Olimpico,Marco Di Bello,Match Report,
180,17.0,Sun,2021-01-10,15:00,Udinese,2.8,1,2,1.9,Napoli,,Dacia Arena,Fabrizio Pasqua,Match Report,
181,17.0,Sun,2021-01-10,15:00,Parma,0.6,0,2,3.6,Lazio,,Stadio Ennio Tardini,Luca Pairetto,Match Report,
182,17.0,Sun,2021-01-10,15:00,Hellas Verona,1.1,2,1,0.7,Crotone,,Stadio MarcAntonio Bentegodi,Luca Massimi,Match Report,
183,17.0,Sun,2021-01-10,18:00,Fiorentina,2.0,1,0,1.3,Cagliari,,Stadio Artemio Franchi,Piero Giacomelli,Match Report,
184,17.0,Sun,2021-01-10,20:45,Juventus,3.6,3,1,1.1,Sassuolo,,Allianz Stadium,Davide Massa,Match Report,
185,17.0,Mon,2021-01-11,20:45,Spezia,1.4,2,1,1.0,Sampdoria,,Stadio Dino Manuzzi,Marco Piccinini,Match Report,
186,,,,,,,NA,NA,,,,,,,
187,18.0,Fri,2021-01-15,20:45,Lazio,1.0,3,0,1.3,Roma,,Stadio Olimpico,Daniele Orsato,Match Report,
188,18.0,Sat,2021-01-16,15:00,Bologna,1.8,1,0,0.9,Hellas Verona,,Stadio Renato DallAra,Maurizio Mariani,Match Report,
189,18.0,Sat,2021-01-16,18:00,Torino,1.0,0,0,0.4,Spezia,,Stadio Olimpico di Torino,Michael Fabbri,Match Report,
190,18.0,Sat,2021-01-16,20:45,Sampdoria,1.9,2,1,1.9,Udinese,,Stadio Comunale Luigi Ferraris,Juan Sacchi,Match Report,
191,18.0,Sun,2021-01-17,12:30,Napoli,1.8,6,0,0.9,Fiorentina,,Stadio San Paolo,Daniele Chiffi,Match Report,
192,18.0,Sun,2021-01-17,15:00,Crotone,1.4,4,1,2.4,Benevento,,Stadio Ezio Scida,Simone Sozza,Match Report,
193,18.0,Sun,2021-01-17,15:00,Sassuolo,1.8,1,1,0.9,Parma,,Stadio Città del Tricolore,Ivan Pezzuto,Match Report,
194,18.0,Sun,2021-01-17,18:00,Atalanta,1.8,0,0,0.8,Genoa,,Stadio Atleti Azzurri dItalia,Livio Marinelli,Match Report,
195,18.0,Sun,2021-01-17,20:45,Inter,2.0,2,0,0.5,Juventus,,Stadio Giuseppe Meazza,Daniele Doveri,Match Report,
196,18.0,Mon,2021-01-18,20:45,Cagliari,1.2,0,2,2.0,Milan,,Sardegna Arena,Rosario Abisso,Match Report,
197,,,,,,,NA,NA,,,,,,,
198,10.0,Wed,2021-01-20,15:00,Udinese,0.3,1,1,1.4,Atalanta,,Dacia Arena,Giampaolo Calvarese,Match Report,
199,,,,,,,NA,NA,,,,,,,
200,19.0,Fri,2021-01-22,20:45,Benevento,1.9,2,2,1.5,Torino,,Stadio Ciro Vigorito,Piero Giacomelli,Match Report,
201,19.0,Sat,2021-01-23,15:00,Roma,2.6,4,3,1.2,Spezia,,Stadio Olimpico,Luca Pairetto,Match Report,
