,Wk,Day,Date,Time,Home,xG,Score1,Score2,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
31,1.0,Wed,2020-09-16,21:00,Paris S-G,2.3,1,0,1.1,Metz,,Parc des Princes,Mikael Lesage,Match Report,
32,1.0,Thu,2020-09-17,21:00,Marseille,2.3,0,2,1.5,Saint-Étienne,,Orange Vélodrome,Ruddy Buquet,Match Report,
33,,,,,,,NA,NA,,,,,,,
34,4.0,Fri,2020-09-18,21:00,Lyon,1.3,0,0,0.5,Nîmes,4385.0,Groupama Stadium,Amaury Delerue,Match Report,
35,4.0,Sat,2020-09-19,17:00,Lens,3.5,2,1,0.4,Bordeaux,,Stade Bollaert-Delelis,Benoît Millot,Match Report,
36,4.0,Sat,2020-09-19,21:00,Rennes,1.3,2,1,1.3,Monaco,,Roazhon Park,Jérôme Miguelgorry,Match Report,
37,4.0,Sun,2020-09-20,13:00,Nice,1.0,0,3,3.2,Paris S-G,,Stade de Nice,Benoît Bastien,Match Report,
38,4.0,Sun,2020-09-20,15:00,Montpellier,1.3,4,1,1.0,Angers,,Stade de la Mosson,Stéphanie Frappart,Match Report,
39,4.0,Sun,2020-09-20,15:00,Brest,1.4,3,2,1.6,Lorient,,Stade Francis-Le Blé,Karim Abed,Match Report,
40,4.0,Sun,2020-09-20,15:00,Metz,0.9,2,1,1.4,Reims,,Stade Saint-Symphorien,Johan Hamel,Match Report,
41,4.0,Sun,2020-09-20,15:00,Strasbourg,2.0,1,0,0.5,Dijon,,Stade de la Meinau,Florent Batta,Match Report,
42,4.0,Sun,2020-09-20,17:00,Nantes,1.9,2,2,1.1,Saint-Étienne,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
43,4.0,Sun,2020-09-20,21:00,Marseille,0.7,1,1,1.7,Lille,,Orange Vélodrome,Hakim Ben El Hadj Salem,Match Report,
44,,,,,,,NA,NA,,,,,,,
45,5.0,Fri,2020-09-25,21:00,Lille,2.0,2,0,0.9,Nantes,,Stade Pierre-Mauroy,Willy Delajod,Match Report,
46,5.0,Sat,2020-09-26,17:00,Saint-Étienne,0.4,0,3,0.9,Rennes,,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
47,5.0,Sat,2020-09-26,21:00,Marseille,1.3,1,1,1.1,Metz,,Orange Vélodrome,Eric Wattellier,Match Report,
48,5.0,Sun,2020-09-27,13:00,Bordeaux,1.0,0,0,1.0,Nice,,Stade Matmut-Atlantique,François Letexier,Match Report,
49,5.0,Sun,2020-09-27,15:00,Angers,0.8,3,2,3.1,Brest,,Stade Raymond Kopa,Jeremy Stinat,Match Report,
50,5.0,Sun,2020-09-27,15:00,Monaco,1.5,3,2,1.4,Strasbourg,,Stade Louis II.,Jérémie Pignard,Match Report,
51,5.0,Sun,2020-09-27,15:00,Nîmes,0.6,1,1,1.4,Lens,,Stade des Costières,Franck Schneider,Match Report,
52,5.0,Sun,2020-09-27,15:00,Dijon,1.5,2,2,2.4,Montpellier,,Stade Gaston Gérard,Aurélien Petit,Match Report,
53,5.0,Sun,2020-09-27,17:00,Lorient,0.2,1,1,0.8,Lyon,,Stade Yves Allainmat - Le Moustoir,Clément Turpin,Match Report,
54,5.0,Sun,2020-09-27,21:00,Reims,0.2,0,2,4.4,Paris S-G,,Stade Auguste-Delaune II,Ruddy Buquet,Match Report,
55,,,,,,,NA,NA,,,,,,,
56,6.0,Fri,2020-10-02,21:00,Paris S-G,2.1,6,1,0.9,Angers,,Parc des Princes,Franck Schneider,Match Report,
57,6.0,Sat,2020-10-03,17:00,Lens,1.9,2,0,0.1,Saint-Étienne,,Stade Bollaert-Delelis,Bastien Dechepy,Match Report,
58,6.0,Sat,2020-10-03,21:00,Nice,2.1,2,1,1.3,Nantes,,Stade de Nice,Jérôme Brisard,Match Report,
59,6.0,Sun,2020-10-04,13:00,Montpellier,0.7,0,1,0.5,Nîmes,,Stade de la Mosson,Benoît Millot,Match Report,
60,6.0,Sun,2020-10-04,15:00,Strasbourg,1.7,0,3,1.9,Lille,,Stade de la Meinau,Mikael Lesage,Match Report,
61,6.0,Sun,2020-10-04,15:00,Bordeaux,1.5,3,0,0.3,Dijon,,Stade Matmut-Atlantique,Antony Gautier,Match Report,
62,6.0,Sun,2020-10-04,15:00,Brest,1.0,1,0,1.1,Monaco,,Stade Francis-Le Blé,Johan Hamel,Match Report,
63,6.0,Sun,2020-10-04,15:00,Metz,1.7,3,1,0.8,Lorient,,Stade Saint-Symphorien,Jérôme Miguelgorry,Match Report,
64,6.0,Sun,2020-10-04,17:00,Rennes,2.0,2,2,1.2,Reims,,Roazhon Park,Florent Batta,Match Report,
65,6.0,Sun,2020-10-04,21:00,Lyon,3.2,1,1,0.2,Marseille,,Groupama Stadium,Stéphanie Frappart,Match Report,
66,,,,,,,NA,NA,,,,,,,
67,7.0,Fri,2020-10-16,19:00,Dijon,0.9,1,1,1.0,Rennes,,Stade Gaston Gérard,Bastien Dechepy,Match Report,
68,7.0,Fri,2020-10-16,21:00,Nîmes,0.1,0,4,4.3,Paris S-G,,Stade des Costières,Clément Turpin,Match Report,
69,7.0,Sat,2020-10-17,17:00,Reims,0.4,1,3,2.6,Lorient,,Stade Auguste-Delaune II,Mikael Lesage,Match Report,
70,7.0,Sat,2020-10-17,21:00,Marseille,1.0,3,1,0.6,Bordeaux,,Orange Vélodrome,Franck Schneider,Match Report,
71,7.0,Sun,2020-10-18,13:00,Strasbourg,2.1,2,3,3.9,Lyon,,Stade de la Meinau,Ruddy Buquet,Match Report,
72,7.0,Sun,2020-10-18,15:00,Monaco,2.1,1,1,0.2,Montpellier,,Stade Louis II.,Hakim Ben El Hadj Salem,Match Report,
73,7.0,Sun,2020-10-18,15:00,Nantes,1.8,3,1,1.1,Brest,,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,Match Report,
74,7.0,Sun,2020-10-18,15:00,Angers,1.1,1,1,1.2,Metz,,Stade Raymond Kopa,Aurélien Petit,Match Report,
75,7.0,Sun,2020-10-18,17:00,Saint-Étienne,0.8,1,3,2.3,Nice,,Stade Geoffroy-Guichard,Amaury Delerue,Match Report,
76,7.0,Sun,2020-10-18,21:00,Lille,2.6,4,0,0.4,Lens,,Stade Pierre-Mauroy,François Letexier,Match Report,
77,,,,,,,NA,NA,,,,,,,
78,8.0,Fri,2020-10-23,21:00,Rennes,1.0,1,2,1.4,Angers,,Roazhon Park,Jérémie Pignard,Match Report,
79,8.0,Sat,2020-10-24,17:00,Lorient,0.5,0,1,1.3,Marseille,,Stade Yves Allainmat - Le Moustoir,Benoît Bastien,Match Report,
80,8.0,Sat,2020-10-24,21:00,Paris S-G,4.6,4,0,1.7,Dijon,,Parc des Princes,Johan Hamel,Match Report,
81,8.0,Sun,2020-10-25,15:00,Bordeaux,2.3,2,0,0.9,Nîmes,,Stade Matmut-Atlantique,Bastien Dechepy,Match Report,
82,8.0,Sun,2020-10-25,15:00,Montpellier,0.2,0,4,4.0,Reims,,Stade de la Mosson,Willy Delajod,Match Report,
83,8.0,Sun,2020-10-25,15:00,Brest,0.9,0,3,1.1,Strasbourg,,Stade Francis-Le Blé,Jérôme Miguelgorry,Match Report,
84,8.0,Sun,2020-10-25,15:00,Metz,0.3,2,0,0.4,Saint-Étienne,5000.0,Stade Saint-Symphorien,Karim Abed,Match Report,
85,8.0,Sun,2020-10-25,17:00,Nice,1.0,1,1,0.5,Lille,,Stade de Nice,Franck Schneider,Match Report,
86,8.0,Sun,2020-10-25,21:00,Lyon,3.2,4,1,1.9,Monaco,,Groupama Stadium,Jérôme Brisard,Match Report,
87,,,,,,,NA,NA,,,,,,,
88,9.0,Sat,2020-10-31,17:00,Rennes,1.5,2,1,0.7,Brest,,Roazhon Park,Stéphanie Frappart,Match Report,
89,9.0,Sat,2020-10-31,21:00,Nantes,1.7,0,3,2.1,Paris S-G,,Stade de la Beaujoire - Louis Fonteneau,Hakim Ben El Hadj Salem,Match Report,
90,9.0,Sun,2020-11-01,13:00,Saint-Étienne,0.7,0,1,0.6,Montpellier,,Stade Geoffroy-Guichard,Jérôme Miguelgorry,Match Report,
91,9.0,Sun,2020-11-01,15:00,Reims,0.7,2,1,1.9,Strasbourg,,Stade Auguste-Delaune II,Eric Wattellier,Match Report,
92,9.0,Sun,2020-11-01,15:00,Dijon,0.4,0,0,1.1,Lorient,,Stade Gaston Gérard,Aurélien Petit,Match Report,
93,9.0,Sun,2020-11-01,15:00,Nîmes,1.1,0,1,1.5,Metz,,Stade des Costières,Amaury Delerue,Match Report,
94,9.0,Sun,2020-11-01,15:00,Angers,0.4,0,3,2.3,Nice,,Stade Raymond Kopa,Jeremy Stinat,Match Report,
95,9.0,Sun,2020-11-01,17:00,Monaco,3.0,4,0,0.3,Bordeaux,,Stade Louis II.,Ruddy Buquet,Match Report,
96,9.0,Sun,2020-11-01,21:00,Lille,0.5,1,1,0.8,Lyon,,Stade Pierre-Mauroy,Mikael Lesage,Match Report,
97,,,,,,,NA,NA,,,,,,,
98,10.0,Fri,2020-11-06,21:00,Strasbourg,0.3,0,1,0.1,Marseille,,Stade de la Meinau,Johan Hamel,Match Report,
99,10.0,Sat,2020-11-07,17:00,Bordeaux,0.6,0,2,1.5,Montpellier,,Stade Matmut-Atlantique,Antony Gautier,Match Report,
100,10.0,Sat,2020-11-07,21:00,Paris S-G,0.9,3,0,1.1,Rennes,,Parc des Princes,Benoît Bastien,Match Report,
101,10.0,Sun,2020-11-08,13:00,Brest,1.2,3,2,2.4,Lille,,Stade Francis-Le Blé,Florent Batta,Match Report,
102,10.0,Sun,2020-11-08,15:00,Nîmes,1.5,1,5,3.2,Angers,,Stade des Costières,Franck Schneider,Match Report,
103,10.0,Sun,2020-11-08,15:00,Lens,1.5,4,4,1.4,Reims,,Stade Bollaert-Delelis,Thomas Léonard,Match Report,
104,10.0,Sun,2020-11-08,15:00,Lorient,1.8,0,2,1.7,Nantes,,Stade Yves Allainmat - Le Moustoir,Stéphanie Frappart,Match Report,
105,10.0,Sun,2020-11-08,15:00,Metz,2.1,1,1,2.3,Dijon,,Stade Saint-Symphorien,Willy Delajod,Match Report,
106,10.0,Sun,2020-11-08,17:00,Nice,0.7,1,2,1.5,Monaco,,Stade de Nice,Karim Abed,Match Report,
107,10.0,Sun,2020-11-08,21:00,Lyon,2.5,2,1,1.7,Saint-Étienne,,Groupama Stadium,François Letexier,Match Report,
108,,,,,,,NA,NA,,,,,,,
109,11.0,Fri,2020-11-20,19:00,Rennes,1.9,0,1,0.7,Bordeaux,,Roazhon Park,Karim Abed,Match Report,
110,11.0,Fri,2020-11-20,21:00,Monaco,3.2,3,2,1.7,Paris S-G,,Stade Louis II.,Clément Turpin,Match Report,
111,11.0,Sat,2020-11-21,17:00,Brest,0.9,4,1,1.3,Saint-Étienne,,Stade Francis-Le Blé,Thomas Léonard,Match Report,
112,11.0,Sun,2020-11-22,13:00,Nantes,1.2,1,1,1.6,Metz,,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Match Report,
113,11.0,Sun,2020-11-22,15:00,Reims,1.0,0,1,1.1,Nîmes,,Stade Auguste-Delaune II,Jeremy Stinat,Match Report,
114,11.0,Sun,2020-11-22,15:00,Dijon,0.6,0,1,1.5,Lens,,Stade Gaston Gérard,Eric Wattellier,Match Report,
115,11.0,Sun,2020-11-22,15:00,Montpellier,1.7,4,3,3.4,Strasbourg,,Stade de la Mosson,Jérôme Brisard,Match Report,
116,11.0,Sun,2020-11-22,17:00,Angers,0.9,0,1,1.0,Lyon,,Stade Raymond Kopa,Amaury Delerue,Match Report,
117,11.0,Sun,2020-11-22,21:00,Lille,4.2,4,0,0.7,Lorient,,Stade Pierre-Mauroy,Willy Delajod,Match Report,
118,,,,,,,NA,NA,,,,,,,
119,8.0,Wed,2020-11-25,19:00,Lens,0.7,1,1,2.0,Nantes,,Stade Bollaert-Delelis,Florent Batta,Match Report,
120,,,,,,,NA,NA,,,,,,,
121,12.0,Fri,2020-11-27,21:00,Strasbourg,0.6,1,1,1.9,Rennes,,Stade de la Meinau,Benoît Millot,Match Report,
122,12.0,Sat,2020-11-28,17:00,Marseille,3.0,3,1,0.4,Nantes,,Orange Vélodrome,Mikael Lesage,Match Report,
123,12.0,Sat,2020-11-28,21:00,Paris S-G,2.6,2,2,1.6,Bordeaux,,Parc des Princes,Jérémie Pignard,Match Report,
124,12.0,Sun,2020-11-29,13:00,Lyon,2.6,3,0,0.4,Reims,,Groupama Stadium,Jérôme Miguelgorry,Match Report,
125,12.0,Sun,2020-11-29,15:00,Lens,1.4,1,3,2.5,Angers,,Stade Bollaert-Delelis,Aurélien Petit,Match Report,
126,12.0,Sun,2020-11-29,15:00,Monaco,3.1,3,0,0.2,Nîmes,,Stade Louis II.,Antony Gautier,Match Report,
127,12.0,Sun,2020-11-29,15:00,Lorient,0.3,0,1,1.6,Montpellier,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,Match Report,
128,12.0,Sun,2020-11-29,15:00,Metz,0.9,0,2,1.3,Brest,,Stade Saint-Symphorien,Hakim Ben El Hadj Salem,Match Report,
129,12.0,Sun,2020-11-29,17:00,Nice,3.5,1,3,1.0,Dijon,,Stade de Nice,François Letexier,Match Report,
130,12.0,Sun,2020-11-29,21:00,Saint-Étienne,0.9,1,1,0.5,Lille,,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
131,,,,,,,NA,NA,,,,,,,
132,13.0,Fri,2020-12-04,21:00,Nîmes,0.5,0,2,2.3,Marseille,,Stade des Costières,Willy Delajod,Match Report,
133,13.0,Sat,2020-12-05,17:00,Rennes,0.7,0,2,0.7,Lens,,Roazhon Park,Johan Hamel,Match Report,
134,13.0,Sat,2020-12-05,21:00,Montpellier,1.6,1,3,1.9,Paris S-G,,Stade de la Mosson,Mikael Lesage,Match Report,
135,13.0,Sun,2020-12-06,13:00,Lille,1.1,2,1,0.6,Monaco,,Stade Pierre-Mauroy,Jérôme Brisard,Match Report,
136,13.0,Sun,2020-12-06,15:00,Angers,1.9,2,0,0.6,Lorient,,Stade Raymond Kopa,Thomas Léonard,Match Report,
137,13.0,Sun,2020-12-06,15:00,Dijon,0.4,0,0,0.7,Saint-Étienne,,Stade Gaston Gérard,Ruddy Buquet,Match Report,
138,13.0,Sun,2020-12-06,15:00,Nantes,0.5,0,4,3.1,Strasbourg,,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Match Report,
139,13.0,Sun,2020-12-06,15:00,Bordeaux,1.6,1,0,0.3,Brest,,Stade Matmut-Atlantique,Franck Schneider,Match Report,
140,13.0,Sun,2020-12-06,17:00,Reims,0.5,0,0,0.8,Nice,,Stade Auguste-Delaune II,Stéphanie Frappart,Match Report,
141,13.0,Sun,2020-12-06,21:00,Metz,1.5,1,3,2.0,Lyon,,Stade Saint-Symphorien,Karim Abed,Match Report,
142,,,,,,,NA,NA,,,,,,,
143,14.0,Fri,2020-12-11,21:00,Saint-Étienne,1.4,0,0,0.6,Angers,,Stade Geoffroy-Guichard,Jérôme Miguelgorry,Match Report,
144,14.0,Sat,2020-12-12,17:00,Marseille,0.9,2,1,1.7,Monaco,,Orange Vélodrome,Benoît Millot,Match Report,
145,14.0,Sat,2020-12-12,21:00,Lens,1.8,2,3,1.5,Montpellier,,Stade Bollaert-Delelis,Jeremy Stinat,Match Report,
146,14.0,Sun,2020-12-13,13:00,Nice,1.4,0,1,1.4,Rennes,,Stade de Nice,Amaury Delerue,Match Report,
147,14.0,Sun,2020-12-13,15:00,Brest,2.5,2,1,0.7,Reims,,Stade Francis-Le Blé,Aurélien Petit,Match Report,
148,14.0,Sun,2020-12-13,15:00,Nantes,2.5,1,1,1.2,Dijon,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
149,14.0,Sun,2020-12-13,15:00,Lorient,2.9,3,0,0.4,Nîmes,,Stade Yves Allainmat - Le Moustoir,Karim Abed,Match Report,
150,14.0,Sun,2020-12-13,15:00,Strasbourg,1.3,2,2,1.7,Metz,,Stade de la Meinau,François Letexier,Match Report,
151,14.0,Sun,2020-12-13,17:00,Lille,1.3,2,1,0.6,Bordeaux,,Stade Pierre-Mauroy,Eric Wattellier,Match Report,
152,14.0,Sun,2020-12-13,21:00,Paris S-G,0.3,0,1,0.9,Lyon,,Parc des Princes,Benoît Bastien,Match Report,
153,,,,,,,NA,NA,,,,,,,
154,15.0,Wed,2020-12-16,19:00,Dijon,0.2,0,2,1.1,Lille,,Stade Gaston Gérard,Hakim Ben El Hadj Salem,Match Report,
155,15.0,Wed,2020-12-16,19:00,Reims,1.6,3,2,1.5,Nantes,,Stade Auguste-Delaune II,Karim Abed,Match Report,
156,15.0,Wed,2020-12-16,19:00,Montpellier,0.9,0,2,1.4,Metz,,Stade de la Mosson,Jérémie Pignard,Match Report,
157,15.0,Wed,2020-12-16,19:00,Nîmes,0.9,0,2,2.0,Nice,,Stade des Costières,Ruddy Buquet,Match Report,
158,15.0,Wed,2020-12-16,19:00,Angers,0.3,0,2,0.6,Strasbourg,,Stade Raymond Kopa,Bastien Dechepy,Match Report,
159,15.0,Wed,2020-12-16,21:00,Monaco,0.9,0,3,1.2,Lens,,Stade Louis II.,Willy Delajod,Match Report,
160,15.0,Wed,2020-12-16,21:00,Bordeaux,0.9,1,2,2.0,Saint-Étienne,,Stade Matmut-Atlantique,Stéphanie Frappart,Match Report,
161,15.0,Wed,2020-12-16,21:00,Paris S-G,2.5,2,0,1.4,Lorient,,Parc des Princes,Johan Hamel,Match Report,
162,15.0,Wed,2020-12-16,21:00,Rennes,1.5,2,1,0.8,Marseille,,Roazhon Park,Clément Turpin,Match Report,
163,15.0,Wed,2020-12-16,21:00,Lyon,3.5,2,2,1.5,Brest,,Groupama Stadium,Jérôme Brisard,Match Report,
164,,,,,,,NA,NA,,,,,,,
165,16.0,Sat,2020-12-19,17:00,Metz,1.0,2,0,1.1,Lens,,Stade Saint-Symphorien,Amaury Delerue,Match Report,
166,16.0,Sat,2020-12-19,19:00,Marseille,2.2,1,1,0.2,Reims,,Orange Vélodrome,Thomas Léonard,Match Report,
167,16.0,Sat,2020-12-19,21:00,Nice,0.9,1,4,3.5,Lyon,,Stade de Nice,Antony Gautier,Match Report,
168,16.0,Sun,2020-12-20,13:00,Brest,1.8,2,2,0.6,Montpellier,,Stade Francis-Le Blé,Benoît Millot,Match Report,
169,16.0,Sun,2020-12-20,15:00,Nantes,0.7,1,1,1.0,Angers,,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Match Report,
170,16.0,Sun,2020-12-20,15:00,Strasbourg,0.8,0,2,0.6,Bordeaux,,Stade de la Meinau,Benoît Bastien,Match Report,
171,16.0,Sun,2020-12-20,15:00,Saint-Étienne,2.6,2,2,1.8,Nîmes,,Stade Geoffroy-Guichard,Mikael Lesage,Match Report,
172,16.0,Sun,2020-12-20,15:00,Dijon,1.1,0,1,1.3,Monaco,,Stade Gaston Gérard,Jeremy Stinat,Match Report,
173,16.0,Sun,2020-12-20,17:00,Lorient,1.3,0,3,1.3,Rennes,,Stade Yves Allainmat - Le Moustoir,Eric Wattellier,Match Report,
174,16.0,Sun,2020-12-20,21:00,Lille,0.6,0,0,0.8,Paris S-G,,Stade Pierre-Mauroy,François Letexier,Match Report,
175,,,,,,,NA,NA,,,,,,,
176,17.0,Wed,2020-12-23,19:00,Nice,0.4,2,2,2.6,Lorient,,Stade de Nice,Aurélien Petit,Match Report,
177,17.0,Wed,2020-12-23,19:00,Rennes,1.0,1,0,1.1,Metz,,Roazhon Park,Florent Batta,Match Report,
178,17.0,Wed,2020-12-23,19:00,Bordeaux,1.2,1,3,1.4,Reims,,Stade Matmut-Atlantique,Jérôme Brisard,Match Report,
179,17.0,Wed,2020-12-23,19:00,Lens,2.1,2,1,1.4,Brest,,Stade Bollaert-Delelis,Bastien Dechepy,Match Report,
180,17.0,Wed,2020-12-23,19:00,Nîmes,0.9,1,3,1.3,Dijon,,Stade des Costières,Jérémie Pignard,Match Report,
181,17.0,Wed,2020-12-23,21:00,Montpellier,0.9,2,3,2.0,Lille,,Stade de la Mosson,Clément Turpin,Match Report,
182,17.0,Wed,2020-12-23,21:00,Monaco,0.8,2,2,1.9,Saint-Étienne,,Stade Louis II.,Johan Hamel,Match Report,
183,17.0,Wed,2020-12-23,21:00,Angers,1.0,2,1,1.3,Marseille,,Stade Raymond Kopa,Hakim Ben El Hadj Salem,Match Report,
184,17.0,Wed,2020-12-23,21:00,Lyon,3.6,3,0,2.0,Nantes,,Groupama Stadium,Ruddy Buquet,Match Report,
185,17.0,Wed,2020-12-23,21:00,Paris S-G,2.8,4,0,0.9,Strasbourg,,Parc des Princes,Jérôme Miguelgorry,Match Report,
186,,,,,,,NA,NA,,,,,,,
187,18.0,Wed,2021-01-06,19:00,Lorient,0.7,2,5,2.2,Monaco,,Stade Yves Allainmat - Le Moustoir,Franck Schneider,Match Report,
188,18.0,Wed,2021-01-06,19:00,Strasbourg,4.4,5,0,1.0,Nîmes,,Stade de la Meinau,Benoît Millot,Match Report,
189,18.0,Wed,2021-01-06,19:00,Brest,1.6,2,0,1.4,Nice,,Stade Francis-Le Blé,Jeremy Stinat,Match Report,
190,18.0,Wed,2021-01-06,19:00,Nantes,1.0,0,0,0.7,Rennes,,Stade de la Beaujoire - Louis Fonteneau,Jérémie Pignard,Match Report,
191,18.0,Wed,2021-01-06,19:00,Metz,0.7,0,0,1.0,Bordeaux,,Stade Saint-Symphorien,Antony Gautier,Match Report,
192,18.0,Wed,2021-01-06,21:00,Lille,0.5,1,2,0.4,Angers,,Stade Pierre-Mauroy,Thomas Léonard,Match Report,
193,18.0,Wed,2021-01-06,21:00,Lyon,2.4,3,2,0.7,Lens,,Groupama Stadium,Eric Wattellier,Match Report,
194,18.0,Wed,2021-01-06,21:00,Saint-Étienne,1.2,1,1,1.6,Paris S-G,,Stade Geoffroy-Guichard,Karim Abed,Match Report,
195,18.0,Wed,2021-01-06,21:00,Reims,0.6,0,0,0.2,Dijon,,Stade Auguste-Delaune II,Amaury Delerue,Match Report,
196,18.0,Wed,2021-01-06,21:00,Marseille,2.6,3,1,1.1,Montpellier,,Orange Vélodrome,Stéphanie Frappart,Match Report,
197,,,,,,,NA,NA,,,,,,,
198,19.0,Sat,2021-01-09,21:00,Rennes,1.4,2,2,1.1,Lyon,,Roazhon Park,Mikael Lesage,Match Report,
199,19.0,Sat,2021-01-09,21:00,Metz,1.3,1,1,1.5,Nice,,Stade Saint-Symphorien,Johan Hamel,Match Report,
200,19.0,Sat,2021-01-09,21:00,Reims,1.4,3,1,1.2,Saint-Étienne,,Stade Auguste-Delaune II,Florent Batta,Match Report,
201,19.0,Sat,2021-01-09,21:00,Monaco,2.5,3,0,0.5,Angers,,Stade Louis II.,Benoît Bastien,Match Report,
202,19.0,Sat,2021-01-09,21:00,Bordeaux,1.4,2,1,1.3,Lorient,,Stade Matmut-Atlantique,Willy Delajod,Match Report,
203,19.0,Sat,2021-01-09,21:00,Dijon,0.5,0,0,1.5,Marseille,,Stade Gaston Gérard,Jérôme Miguelgorry,Match Report,
204,19.0,Sat,2021-01-09,21:00,Montpellier,1.2,1,1,1.0,Nantes,,Stade de la Mosson,François Letexier,Match Report,
205,19.0,Sat,2021-01-09,21:00,Nîmes,0.3,0,1,1.0,Lille,,Stade des Costières,Jérôme Brisard,Match Report,
206,19.0,Sat,2021-01-09,21:00,Lens,0.6,0,1,1.3,Strasbourg,,Stade Bollaert-Delelis,Clément Turpin,Match Report,
