,Wk,Day,Date,Time,Home,xG,Score1,Score2,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
269,27.0,Sun,2021-04-04,18:00,Union Berlin,,NA,NA,,Hertha BSC,,Stadion An der Alten Försterei,,Head-to-Head,
270,,,,,,,NA,NA,,,,,,,
271,28.0,Fri,2021-04-09,20:30,Arminia,,NA,NA,,Freiburg,,SchücoArena,,Head-to-Head,
272,28.0,Sat,2021-04-10,15:30,Eint Frankfurt,,NA,NA,,Wolfsburg,,Commerzbank-Arena,,Head-to-Head,
273,28.0,Sat,2021-04-10,15:30,Werder Bremen,,NA,NA,,RB Leipzig,,Weserstadion,,Head-to-Head,
274,28.0,Sat,2021-04-10,15:30,Hertha BSC,,NA,NA,,MGladbach,,Olympiastadion Berlin,,Head-to-Head,
275,28.0,Sat,2021-04-10,15:30,Bayern Munich,,NA,NA,,Union Berlin,,Allianz Arena,,Head-to-Head,
276,28.0,Sat,2021-04-10,18:30,Stuttgart,,NA,NA,,Dortmund,,Mercedes-Benz Arena,,Head-to-Head,
277,28.0,Sun,2021-04-11,15:30,Schalke 04,,NA,NA,,Augsburg,,Veltins-Arena,,Head-to-Head,
278,28.0,Sun,2021-04-11,18:00,Köln,,NA,NA,,Mainz 05,,RheinEnergieSTADION,,Head-to-Head,
279,28.0,Mon,2021-04-12,20:30,Hoffenheim,,NA,NA,,Leverkusen,,PreZero Arena,,Head-to-Head,
280,,,,,,,NA,NA,,,,,,,
281,29.0,Sat,2021-04-17,,Augsburg,,NA,NA,,Arminia,,WWK Arena,,Head-to-Head,
282,29.0,Sat,2021-04-17,,Wolfsburg,,NA,NA,,Bayern Munich,,Volkswagen Arena,,Head-to-Head,
283,29.0,Sat,2021-04-17,,Mainz 05,,NA,NA,,Hertha BSC,,SchücoArena,,Head-to-Head,
284,29.0,Sat,2021-04-17,,Union Berlin,,NA,NA,,Stuttgart,,Stadion An der Alten Försterei,,Head-to-Head,
285,29.0,Sat,2021-04-17,,Freiburg,,NA,NA,,Schalke 04,,Schwarzwald-Stadion,,Head-to-Head,
286,29.0,Sat,2021-04-17,,RB Leipzig,,NA,NA,,Hoffenheim,,Red Bull Arena,,Head-to-Head,
287,29.0,Sat,2021-04-17,,MGladbach,,NA,NA,,Eint Frankfurt,,Stadion im Borussia-Park,,Head-to-Head,
288,29.0,Sat,2021-04-17,,Leverkusen,,NA,NA,,Köln,,BayArena,,Head-to-Head,
289,29.0,Sat,2021-04-17,,Dortmund,,NA,NA,,Werder Bremen,,Signal Iduna Park,,Head-to-Head,
290,,,,,,,NA,NA,,,,,,,
291,30.0,Wed,2021-04-21,,Stuttgart,,NA,NA,,Wolfsburg,,Mercedes-Benz Arena,,Head-to-Head,
292,30.0,Wed,2021-04-21,,Bayern Munich,,NA,NA,,Leverkusen,,Allianz Arena,,Head-to-Head,
293,30.0,Wed,2021-04-21,,Werder Bremen,,NA,NA,,Mainz 05,,Weserstadion,,Head-to-Head,
294,30.0,Wed,2021-04-21,,Eint Frankfurt,,NA,NA,,Augsburg,,Commerzbank-Arena,,Head-to-Head,
295,30.0,Wed,2021-04-21,,Arminia,,NA,NA,,Schalke 04,,SchücoArena,,Head-to-Head,
296,30.0,Wed,2021-04-21,,Köln,,NA,NA,,RB Leipzig,,RheinEnergieSTADION,,Head-to-Head,
297,30.0,Wed,2021-04-21,,Hertha BSC,,NA,NA,,Freiburg,,Olympiastadion Berlin,,Head-to-Head,
298,30.0,Wed,2021-04-21,,Dortmund,,NA,NA,,Union Berlin,,Signal Iduna Park,,Head-to-Head,
299,30.0,Wed,2021-04-21,,Hoffenheim,,NA,NA,,MGladbach,,PreZero Arena,,Head-to-Head,
300,,,,,,,NA,NA,,,,,,,
301,31.0,Sat,2021-04-24,,Freiburg,,NA,NA,,Hoffenheim,,Schwarzwald-Stadion,,Head-to-Head,
302,31.0,Sat,2021-04-24,,Augsburg,,NA,NA,,Köln,,WWK Arena,,Head-to-Head,
303,31.0,Sat,2021-04-24,,Schalke 04,,NA,NA,,Hertha BSC,,Veltins-Arena,,Head-to-Head,
304,31.0,Sat,2021-04-24,,Mainz 05,,NA,NA,,Bayern Munich,,Opel Arena,,Head-to-Head,
305,31.0,Sat,2021-04-24,,Union Berlin,,NA,NA,,Werder Bremen,,Stadion An der Alten Försterei,,Head-to-Head,
306,31.0,Sat,2021-04-24,,Wolfsburg,,NA,NA,,Dortmund,,Volkswagen Arena,,Head-to-Head,
307,31.0,Sat,2021-04-24,,Leverkusen,,NA,NA,,Eint Frankfurt,,BayArena,,Head-to-Head,
308,31.0,Sat,2021-04-24,,RB Leipzig,,NA,NA,,Stuttgart,,Red Bull Arena,,Head-to-Head,
309,31.0,Sat,2021-04-24,,MGladbach,,NA,NA,,Arminia,,Stadion im Borussia-Park,,Head-to-Head,
310,,,,,,,NA,NA,,,,,,,
311,32.0,Sat,2021-05-08,,Werder Bremen,,NA,NA,,Leverkusen,,Weserstadion,,Head-to-Head,
312,32.0,Sat,2021-05-08,,Hoffenheim,,NA,NA,,Schalke 04,,PreZero Arena,,Head-to-Head,
313,32.0,Sat,2021-05-08,,Bayern Munich,,NA,NA,,MGladbach,,Allianz Arena,,Head-to-Head,
314,32.0,Sat,2021-05-08,,Dortmund,,NA,NA,,RB Leipzig,,Signal Iduna Park,,Head-to-Head,
315,32.0,Sat,2021-05-08,,Stuttgart,,NA,NA,,Augsburg,,Mercedes-Benz Arena,,Head-to-Head,
316,32.0,Sat,2021-05-08,,Hertha BSC,,NA,NA,,Arminia,,Olympiastadion Berlin,,Head-to-Head,
317,32.0,Sat,2021-05-08,,Eint Frankfurt,,NA,NA,,Mainz 05,,Commerzbank-Arena,,Head-to-Head,
318,32.0,Sat,2021-05-08,,Köln,,NA,NA,,Freiburg,,RheinEnergieSTADION,,Head-to-Head,
319,32.0,Sat,2021-05-08,,Wolfsburg,,NA,NA,,Union Berlin,,Volkswagen Arena,,Head-to-Head,
320,,,,,,,NA,NA,,,,,,,
321,33.0,Sat,2021-05-15,15:30,Hertha BSC,,NA,NA,,Köln,,Olympiastadion Berlin,,Head-to-Head,
322,33.0,Sat,2021-05-15,15:30,RB Leipzig,,NA,NA,,Wolfsburg,,Red Bull Arena,,Head-to-Head,
323,33.0,Sat,2021-05-15,15:30,Mainz 05,,NA,NA,,Dortmund,,Opel Arena,,Head-to-Head,
324,33.0,Sat,2021-05-15,15:30,Arminia,,NA,NA,,Hoffenheim,,SchücoArena,,Head-to-Head,
325,33.0,Sat,2021-05-15,15:30,MGladbach,,NA,NA,,Stuttgart,,Stadion im Borussia-Park,,Head-to-Head,
326,33.0,Sat,2021-05-15,15:30,Schalke 04,,NA,NA,,Eint Frankfurt,,Veltins-Arena,,Head-to-Head,
327,33.0,Sat,2021-05-15,15:30,Augsburg,,NA,NA,,Werder Bremen,,WWK Arena,,Head-to-Head,
328,33.0,Sat,2021-05-15,15:30,Leverkusen,,NA,NA,,Union Berlin,,BayArena,,Head-to-Head,
329,33.0,Sat,2021-05-15,15:30,Freiburg,,NA,NA,,Bayern Munich,,Schwarzwald-Stadion,,Head-to-Head,
330,,,,,,,NA,NA,,,,,,,
331,34.0,Sat,2021-05-22,15:30,Bayern Munich,,NA,NA,,Augsburg,,Allianz Arena,,Head-to-Head,
332,34.0,Sat,2021-05-22,15:30,Hoffenheim,,NA,NA,,Hertha BSC,,PreZero Arena,,Head-to-Head,
333,34.0,Sat,2021-05-22,15:30,Union Berlin,,NA,NA,,RB Leipzig,,Stadion An der Alten Försterei,,Head-to-Head,
334,34.0,Sat,2021-05-22,15:30,Werder Bremen,,NA,NA,,MGladbach,,Weserstadion,,Head-to-Head,
335,34.0,Sat,2021-05-22,15:30,Dortmund,,NA,NA,,Leverkusen,,Signal Iduna Park,,Head-to-Head,
336,34.0,Sat,2021-05-22,15:30,Stuttgart,,NA,NA,,Arminia,,Mercedes-Benz Arena,,Head-to-Head,
337,34.0,Sat,2021-05-22,15:30,Wolfsburg,,NA,NA,,Mainz 05,,Volkswagen Arena,,Head-to-Head,
338,34.0,Sat,2021-05-22,15:30,Eint Frankfurt,,NA,NA,,Freiburg,,Commerzbank-Arena,,Head-to-Head,
339,34.0,Sat,2021-05-22,15:30,Köln,,NA,NA,,Schalke 04,,RheinEnergieSTADION,,Head-to-Head,
