nom1,nom,Nation,Pos,equip,Born,partits,minuts,gls,xg,ast,xa,ong,onga,CmpS,CmpS_perc,CmpM,CmpM_perc,CmpL,CmpL_perc,KP,Last13,PPA,CrsPA,SoT_perc,Sh90,tklw,int
Cristian Battocchio,Cristian-Battocchio,it ITA,MF,Brest,1992.0,39,1747,0.15791151284490962,0.11506660323501428,0.049866793529971455,0.07493339676498573,1.3541341579448145,1.5982635585156995,16.766494845360825,89.08556701030929,18.55618556701031,85.34072164948455,7.115103092783505,59.32319587628867,1.03,3.604639175257732,0.4118041237113403,0.0,27.989690721649488,1.2859793814432992,1.441134020618557,1.1375257731958763
Cristian Benavente,Cristian-Benavente,pe PER,MFFW,Nantes,1994.0,12,349,0.0,0.07,0.26,0.17,1.28,1.03,16.7,89.0,12.1,78.3,2.56,55.6,1.79,3.33,0.26,0.26,60.0,1.29,2.05,0.51
Cristian DellOrco,Cristian-DellOrco,it ITA,DF,Lecce,1994.0,21,1257,0.0,0.004976775049767751,0.07506967485069675,0.033364299933643,1.129721300597213,2.1673656270736563,12.859999999999998,84.0,19.859999999999996,87.15999999999998,5.781999999999999,61.67999999999999,0.432,1.8539999999999996,0.856,0.6399999999999999,0.0,0.072,1.2159999999999997,0.998
Cristian Rivera,Cristian-Rivera,es ESP,MF,Leganés,1997.0,5,311,0.0,0.01,0.0,0.04,0.57,2.29,16.0,88.9,12.9,90.0,3.71,72.2,0.29,3.71,0.29,0.29,0.0,0.29,0.86,0.86
Cristian Romero,Cristian-Romero,ar ARG,DF,Genoa,1998.0,52,4357,0.050303079680625716,0.08,0.050303079680625716,0.025800879908750206,1.5038536744337623,1.692770083102493,11.99090909090909,90.86818181818181,23.777272727272724,94.24090909090908,7.228181818181818,76.7181818181818,0.24727272727272728,1.5495454545454546,0.185,0.017727272727272723,34.94090909090909,0.5186363636363637,1.5068181818181818,2.4386363636363635
Cristian Tello,Cristian-Tello,es ESP,MFFW,Betis,1991.0,48,1683,0.28906165180302446,0.18652578518805737,0.10422644435827841,0.09948429623885227,1.4934742148119426,1.9761962000775493,15.3,84.43422459893047,11.697860962566846,79.85614973262032,3.3164171122994652,66.124064171123,1.2278074866310162,1.2813368983957218,1.120855614973262,0.2650802139037433,36.46631016042781,2.458770053475936,0.8,0.6395187165775401
Cristián Zapata,Cristian-Zapata,co COL,DF,Genoa,1986.0,29,2416,0.03879254977520874,0.03775850995504175,0.0,0.03103403982016699,1.2180989081567115,1.7262042389210022,11.723048327137546,95.70223048327138,23.48996282527881,94.7639405204461,7.708364312267658,81.66617100371747,0.1491078066914498,1.4161338289962824,0.07100371747211896,0.03550185873605948,26.355762081784384,0.5227137546468402,1.1521933085501859,0.7060966542750928
Cristiano Biraghi,Cristiano-Biraghi,it ITA,DFMF,Inter,1992.0,51,3682,0.08453006219765032,0.06363856254319282,0.2781444367657222,0.20727712508638563,1.5626019350380096,1.131109191430546,17.95867970660147,89.01393643031784,16.001466992665037,75.15721271393645,4.864718826405868,40.380195599022,1.8327872860635694,2.370733496332518,1.6869682151589243,1.1741809290953547,39.97555012224939,0.7301955990220048,0.6626894865525672,0.44004889975550115
Cristiano Piccini,Cristiano-Piccini,it ITA,DF,Valencia,1992.0,3,134,0.0,0.08611398963730571,0.0,0.0,0.0,1.7357512953367875,14.026000000000002,93.32666666666667,17.332666666666665,90.76666666666667,4.000666666666667,34.58,0.0,2.0006666666666666,1.3333333333333333,0.6666666666666666,0.0,1.3539999999999999,0.0,2.0006666666666666
Cristiano Ronaldo,Cristiano-Ronaldo,pt POR,FW,Juventus,1985.0,57,4930,0.9802952614143743,0.8402952614143742,0.1326040616448221,0.14550338470401844,2.0428993230591965,1.0085236929281292,18.8014598540146,87.14233576642336,9.619051094890512,85.54379562043795,1.8655474452554746,68.85766423357664,1.311094890510949,2.1557664233576643,1.0772992700729929,0.19905109489051095,36.16204379562044,5.825182481751825,0.2200729927007299,0.18591240875912407
Cristóbal Montiel Rodríguez,Cristobal-Montiel-Rodriguez,es ESP,DFFW,Fiorentina,2000.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cucho,Cucho,co COL,FWMF,Mallorca,1999.0,43,2910,0.24417032079390721,0.22715901223171012,0.10269328409877683,0.07671590122317101,1.0622155550426955,1.3754996538195245,11.591331269349846,75.6826625386997,5.5116718266253875,67.79411764705883,1.8897832817337463,57.71826625386997,1.020216718266254,1.207399380804954,0.7392569659442725,0.2155417956656347,36.578637770897835,2.1917027863777094,0.6504334365325078,0.43749226006191955
Curtis Jones,Curtis-Jones,eng ENG,MF,Liverpool,2001.0,26,1215,0.4122265625,0.38421875,0.0378125,0.042539062499999995,2.3306249999999995,1.1842187499999999,33.58518518518518,93.27555555555556,27.81481481481481,94.0111111111111,6.443037037037037,81.4948148148148,0.8873333333333333,7.851037037037037,1.853185185185185,0.15237037037037038,41.187407407407406,1.852074074074074,1.2597037037037038,1.405037037037037
Daam Foulon,Daam-Foulon,be BEL,DF,Benevento,1999.0,22,965,0.0,0.0,0.09,0.03,1.03,1.59,11.9,84.1,15.2,80.3,3.08,47.8,0.47,2.06,0.47,0.28,0.0,0.09,0.75,0.56
Daan Dierckx,Daan-Dierckx,be BEL,DF,Parma,2003.0,1,90,0.0,0.0,0.0,0.0,1.0,1.0,2.0,66.7,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
Daichi Kamada,Daichi-Kamada,jp JPN,MFFW,Eint Frankfurt,1996.0,52,3729,0.12527054108216434,0.2471743486973948,0.2697795591182365,0.1977154308617235,1.6959719438877754,1.6677755511022043,12.983373493975902,84.56915662650601,9.6175421686747,80.2667469879518,3.977228915662651,55.46144578313253,1.9264096385542169,2.8439036144578314,0.7933493975903616,0.16833734939759037,33.93253012048193,1.8546746987951805,0.9174939759036143,0.7453253012048194
Daishawn Redan,Daishawn-Redan,nl NED,FW,Hertha BSC,2001.0,7,91,0.0,0.7213043478260869,0.0,0.0,0.0,7.282608695652174,11.0,77.12,9.040000000000001,60.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.8900000000000001,0.0,0.0
Dalbert Henrique,Dalbert-Henrique,br BRA,DF,Fiorentina,1993.0,39,2755,0.0,0.021791143423661598,0.16387970918704559,0.11925313945803041,1.3391044282881692,1.2458195637805685,15.784313725490195,89.89803921568627,15.966666666666667,81.06862745098039,4.5723529411764705,51.63725490196078,1.2409803921568627,3.0029411764705882,1.3762745098039217,0.8478431372549019,30.035294117647055,0.6843137254901961,1.0811764705882354,0.6547058823529411
Dale Stephens,Dale-Stephens,eng ENG,MF,Brighton,1989.0,40,2791,0.0,0.02342070773263434,0.036579292267365664,0.036579292267365664,1.0350065530799477,1.4805930537352556,15.743870967741936,89.43741935483872,23.73354838709678,90.32935483870969,8.932870967741936,76.43806451612903,0.5801290322580646,4.839290322580645,0.7127419354838712,0.06345161290322582,10.061612903225807,0.7092258064516129,1.4162580645161291,1.3563225806451613
Daley Sinkgraven,Daley-Sinkgraven,nl NED,DF,Leverkusen,1995.0,31,2228,0.0,0.007437270933182971,0.06281364533408515,0.05512545813363406,2.0643191429376935,0.9383422610656894,23.95201612903226,89.85887096774195,29.60725806451613,88.63709677419355,8.709879032258065,65.61854838709678,0.7655241935483872,4.315645161290322,0.6848387096774193,0.1229435483870968,11.85483870967742,0.20153225806451616,1.4495967741935487,1.0041532258064516
Damian Kądzior,Damian-Kadzior,pl POL,FWMF,Eibar,1992.0,6,195,0.0,0.05,0.0,0.01,0.45,0.91,11.8,89.7,5.45,63.2,2.27,22.7,0.45,0.91,0.45,0.45,20.0,2.31,0.45,0.0
Damián Suárez,Damian-Suarez,uy URU,DF,Getafe,1988.0,52,4403,0.03582877373672353,0.02417122626327647,0.09919858384293533,0.06251367878982943,1.1838252333440618,0.9553733504988736,13.330061349693251,82.69018404907975,15.669938650306747,73.38098159509201,4.909447852760736,39.455214723926375,0.8387116564417177,4.62122699386503,1.1476073619631901,0.4943558282208589,24.999999999999996,0.5707975460122698,1.490368098159509,0.7571779141104292
Damien Da Silva,Damien-Da-Silva,fr FRA,DF,Rennes,1988.0,49,4371,0.08255309325946446,0.03636657433056325,0.053813481071098804,0.03672668513388735,1.404173591874423,0.925106186518929,13.035670103092784,93.38927835051547,27.17938144329897,94.54865979381442,11.028536082474227,73.99237113402062,0.18432989690721652,3.4010927835051548,0.18325773195876288,0.04,48.83216494845361,0.5562886597938145,0.6362061855670103,0.9070515463917527
Damien Le Tallec,Damien-Le-Tallec,fr FRA,MFDF,Montpellier,1990.0,44,3290,0.05587093643862203,0.056147501213003395,0.0,0.023944687045123727,1.2600921882581273,1.4037700145560408,10.411890410958904,82.87232876712329,12.345479452054795,86.26821917808219,4.846602739726028,67.84986301369862,0.2991780821917809,2.956246575342466,0.27764383561643835,0.05235616438356165,39.0613698630137,0.6605753424657533,1.0657534246575344,1.042931506849315
Dan-Axel Zagadou,Dan-Axel-Zagadou,fr FRA,DF,Dortmund,1999.0,24,1259,0.07381758957654723,0.018201954397394138,0.07381758957654723,0.03280781758957655,2.7601954397394133,1.191700325732899,20.07,93.72142857142856,37.26285714285715,94.4607142857143,11.724642857142856,78.61142857142856,0.42821428571428577,3.7127142857142856,0.0,0.0,80.53571428571429,0.3611428571428572,0.9272857142857145,1.7165714285714286
Dan Burn,Dan-Burn,eng ENG,DF,Brighton,1992.0,54,4397,0.0,0.04513019952654717,0.0,0.04256509976327359,0.9410027054447075,1.292044301657085,20.024948875255625,84.51165644171779,19.171370143149286,81.8640081799591,3.4388139059304708,42.95296523517382,0.490879345603272,3.3352147239263807,0.7187525562372188,0.2465439672801636,8.640081799591002,0.513680981595092,0.984846625766871,0.9586094069529654
Dan Gosling,Dan-Gosling,eng ENG,MF,Bournemouth,1990.0,24,1264,0.21,0.15,0.07,0.07,0.71,1.64,14.0,85.6,11.5,86.1,2.43,59.6,0.71,2.36,0.5,0.14,50.0,0.85,1.43,0.86
Dan Ndoye,Dan-Ndoye,ch SUI,FWMF,Nice,2000.0,22,482,0.19,0.19,0.19,0.0,1.48,1.48,12.2,84.6,5.37,69.0,0.74,50.0,0.0,0.37,0.37,0.0,30.8,2.43,1.3,0.37
Dan Nlundulu,Dan-Nlundulu,eng ENG,FW,Southampton,1999.0,12,110,0.0,0.08,0.0,0.02,0.0,0.83,8.33,66.7,9.17,91.7,0.83,100.0,0.83,2.5,0.83,0.0,0.0,0.82,0.0,0.0
Dane Scarlett,Dane-Scarlett,eng ENG,FW,Tottenham,2004.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Calvo,Dani-Calvo,es ESP,DF,Elche,1994.0,14,969,0.19,0.05,0.0,0.0,1.02,1.39,8.61,91.2,13.1,89.8,4.44,57.1,0.0,0.65,0.0,0.0,60.0,0.46,1.02,1.2
Dani Cárdenas,Dani-Cardenas,es ESP,GK,Levante,1997.0,3,270,0.0,0.0,0.0,0.0,1.0,0.67,7.33,100.0,8.0,92.3,8.0,48.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0
Dani Carvajal,Dani-Carvajal,es ESP,DF,Real Madrid,1992.0,42,3591,0.024241674167416738,0.08424167416741675,0.16959720972097211,0.12656390639063908,1.9515166516651667,0.5976777677767776,31.085714285714293,91.83809523809524,27.5,87.96190476190476,7.49142857142857,68.3,1.2276190476190476,3.7347619047619047,1.701904761904762,0.4799999999999999,39.04761904761905,0.7552380952380953,1.801904761904762,1.3514285714285714
Dani Ceballos,Dani-Ceballos,es ESP,MF,Arsenal,1996.0,43,2815,0.0,0.027148298628745557,0.12425850685627221,0.11996190959878111,1.4430421533773492,1.12,22.080191693290736,91.4217252396166,26.858146964856232,91.3,10.060063897763579,70.91533546325878,1.5000638977635783,6.963067092651758,1.4722044728434505,0.12996805111821086,13.874760383386581,0.6380830670926518,1.6617252396166133,1.3076038338658145
Dani Escriche,Dani-Escriche,es ESP,FWMF,Huesca,1998.0,16,602,0.15,0.14,0.15,0.16,1.19,2.69,11.9,81.6,6.12,78.8,0.6,30.8,0.6,0.9,0.0,0.0,14.3,1.05,1.19,0.6
Dani García,Dani-Garcia,es ESP,MF,Athletic Club,1990.0,58,4588,0.0,0.02,0.037608589555880916,0.027463803481373027,1.1295656417764763,1.0831153408166585,11.40529411764706,85.11274509803921,18.11235294117647,88.93921568627451,7.665823529411765,72.3964705882353,0.4330392156862745,3.643843137254902,0.12000000000000002,0.0401764705882353,6.784313725490196,0.3759019607843137,1.2189411764705884,0.9589019607843137
Dani Gómez,Dani-Gomez,es ESP,FW,Levante,1998.0,25,1172,0.15,0.19,0.08,0.05,1.15,1.46,7.69,81.3,3.69,76.2,0.77,58.8,0.69,0.77,0.38,0.15,26.1,1.77,0.31,0.15
Dani Olmo,Dani-Olmo,es ESP,MFFW,RB Leipzig,1998.0,38,2539,0.27311013622719926,0.2013761256060956,0.23585315169706766,0.19896328792426693,2.2031193719695223,0.6620641884091433,21.03475177304965,83.83475177304965,11.905177304964539,79.00000000000001,3.5110638297872336,57.47517730496454,1.5245744680851063,4.184751773049645,2.021595744680851,0.17648936170212767,27.753191489361697,2.9392907801418438,1.2807801418439717,0.7410638297872341
Dani Plomer,Dani-Plomer,es ESP,FW,Granada,1998.0,1,45,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Raba,Dani-Raba,es ESP,MF,Villarreal,1995.0,1,30,0.0,0.15,0.0,0.0,3.33,0.0,10.0,75.0,10.0,60.0,3.33,100.0,0.0,0.0,0.0,0.0,0.0,6.0,6.67,0.0
Dani Rodríguez,Dani-Rodriguez,es ESP,MFFW,Mallorca,1988.0,37,3039,0.15,0.13,0.06,0.07,1.15,1.83,12.9,89.0,10.2,86.3,3.64,62.1,1.09,2.84,0.74,0.18,21.2,1.54,1.07,0.53
Daniel Amartey,Daniel-Amartey,gh GHA,DF,Leicester City,1994.0,10,587,0.15,0.05,0.0,0.0,1.85,1.23,16.8,92.4,26.6,86.5,5.54,69.2,0.0,2.62,0.15,0.0,33.3,0.46,0.77,1.23
Daniel Baier,Daniel-Baier,de GER,MF,Augsburg,1984.0,23,1941,0.05,0.02,0.0,0.02,1.39,1.94,12.1,85.3,13.5,80.9,5.65,64.6,0.37,2.59,0.42,0.0,12.5,0.74,1.06,1.48
Daniel Bessa,Daniel-Bessa,it ITA,FWMF,Hellas Verona,1993.0,10,193,0.0,0.16,0.47,0.26,1.43,1.9,25.2,91.4,13.8,87.9,5.24,73.3,3.33,3.33,2.38,0.95,20.0,2.33,1.43,1.43
Daniel Brosinski,Daniel-Brosinski,de GER,DF,Mainz 05,1988.0,41,2810,0.10155458961902326,0.09,0.1734032216824342,0.1674789056507287,1.1437816415239068,1.7036563538736895,11.12628205128205,82.81346153846155,15.260897435897435,73.36858974358974,6.826089743589744,40.30128205128206,2.210448717948718,2.7238461538461536,1.5693589743589744,0.543974358974359,27.185897435897438,0.8667307692307692,0.6109615384615386,0.5451282051282051
Daniel Caligiuri,Daniel-Caligiuri,it ITA,MFFW,Schalke 04,1988.0,54,4534,0.1196929889298893,0.12338450184501847,0.09323099630996312,0.13338450184501846,1.0001535055350554,1.5838450184501844,12.091666666666669,80.11369047619047,9.60172619047619,72.43035714285715,4.04922619047619,49.12321428571428,1.450952380952381,1.9432738095238096,1.0676785714285715,0.22023809523809526,32.714285714285715,1.4479166666666665,1.432440476190476,1.0917261904761904
Daniel Carriço,Daniel-Carrico,pt POR,DF,Sevilla,1988.0,11,847,0.0,0.03,0.0,0.0,1.06,0.96,15.4,94.8,29.3,97.5,8.4,76.7,0.11,2.45,0.0,0.0,0.0,0.43,0.96,0.32
Daniel Congré,Daniel-Congre,fr FRA,DF,Montpellier,1985.0,54,4610,0.025666987223519715,0.03366671246050282,0.03166643769748592,0.006333287539497184,1.3286687731831297,1.3650020607226265,10.870000000000003,90.57894736842107,18.363157894736844,90.9,6.121052631578948,71.36315789473686,0.09578947368421052,2.537894736842105,0.09736842105263159,0.037894736842105266,20.194736842105264,0.3873684210526316,0.9557894736842106,1.3226315789473684
Daniel Didavi,Daniel-Didavi,de GER,FWMF,Stuttgart,1990.0,16,758,0.36,0.3,0.36,0.28,2.02,1.67,12.9,84.4,12.5,80.8,3.81,54.2,2.62,4.29,2.26,0.6,31.3,1.9,0.48,0.6
Daniel Fuzato,Daniel-Fuzato,br BRA,GK,Roma,1997.0,1,90,0.0,0.0,0.0,0.0,3.0,1.0,7.0,100.0,13.0,100.0,10.0,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Ginczek,Daniel-Ginczek,de GER,FW,Wolfsburg,1991.0,26,944,0.295,0.37699999999999995,0.10114285714285715,0.14428571428571427,1.8654285714285717,1.9440000000000002,8.477619047619047,69.67619047619047,5.33047619047619,66.29999999999998,1.427142857142857,58.095238095238095,0.8542857142857142,1.5223809523809524,0.37857142857142856,0.0,20.238095238095237,2.566190476190476,0.2833333333333333,0.09714285714285714
Daniel James,Daniel-James,wal WAL,FW,Manchester Utd,1997.0,45,3014,0.16858326650628178,0.15748997594226144,0.19336006415396953,0.13668003207698476,1.5040497193263835,1.0622667735899491,14.031940298507461,84.02417910447761,7.2509850746268665,76.39014925373134,1.3402985074626865,54.99373134328358,0.9232835820895521,1.1659104477611941,1.1327462686567162,0.325820895522388,43.33820895522388,1.7297910447761191,0.6552835820895522,0.3897014925373134
Daniel Maldini,Daniel-Maldini,it ITA,FW,Milan,2001.0,7,56,0.0,0.1535294117647059,0.0,0.0,0.0,1.1361176470588237,30.0,100.0,10.014999999999999,52.35,5.0,100.0,0.0,3.335,1.665,1.665,50.0,1.55,0.0,0.0
Daniel Martín,Daniel-Martin,es ESP,GK,Betis,1998.0,6,531,0.0,0.0,0.0,0.01,1.19,2.03,6.1,100.0,9.32,93.2,9.15,56.3,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Parejo,Daniel-Parejo,es ESP,MF,Valencia,1989.0,61,5345,0.20366814505609182,0.14761283589877383,0.08697234542134098,0.13211061831463605,1.2626637098878162,1.3812809809548656,23.465656565656566,91.58181818181818,26.429292929292927,90.4020202020202,12.505050505050503,72.33535353535353,1.4989898989898989,7.303535353535353,1.0246464646464646,0.12,33.97878787878788,0.8904040404040403,1.5176767676767677,0.7064646464646465
Daniel Podence,Daniel-Podence,pt POR,FWMF,Wolves,1995.0,27,1605,0.2649469359808285,0.35033550154056825,0.06307428962684013,0.10747346799041424,1.1193461143444026,0.5226155426223896,12.91011235955056,84.63370786516853,8.818988764044944,75.12022471910112,3.2021348314606737,60.36741573033707,1.2319101123595506,2.3015730337078653,0.9564044943820225,0.1148314606741573,49.84269662921348,1.9616853932584268,0.5069662921348315,0.6725842696629213
Daniel Wass,Daniel-Wass,dk DEN,DFMF,Valencia,1989.0,62,5039,0.05825595643294758,0.05255820285908781,0.14976718856364873,0.09,1.2123253914227363,1.3311626957113685,17.734285714285715,87.39999999999999,18.279999999999998,84.54285714285713,3.555142857142857,46.082857142857144,0.9662857142857143,2.998285714285714,0.714857142857143,0.24828571428571428,27.102857142857147,0.7677142857142858,1.0682857142857143,0.7874285714285715
Daniele Baselli,Daniele-Baselli,it ITA,MF,Torino,1992.0,22,1433,0.0,0.05195214105793451,0.12633501259445845,0.06414357682619648,1.1914924433249368,1.4618765743073048,14.68616352201258,88.77232704402516,16.954716981132076,85.44905660377358,7.480314465408805,62.140251572327045,1.1347798742138366,2.8339622641509434,1.3848427672955974,0.6876729559748428,43.65911949685535,0.5616352201257861,2.2606918238993714,1.009748427672956
Daniele Dessena,Daniele-Dessena,it ITA,MF,Brescia,1987.0,24,1869,0.1,0.06,0.0,0.01,1.06,1.92,11.9,87.3,11.3,87.4,3.51,54.5,0.14,2.36,0.48,0.05,27.8,0.87,0.72,0.29
Daniele Gastaldello,Daniele-Gastaldello,it ITA,DF,Brescia,1983.0,8,389,0.0,0.01,0.0,0.0,0.7,2.09,6.98,88.2,14.9,90.1,6.74,72.5,0.0,0.47,0.0,0.0,0.0,0.23,1.86,0.23
Daniele Padelli,Daniele-Padelli,it ITA,GK,Inter,1985.0,3,270,0.0,0.0,0.0,0.0,2.33,2.0,4.33,100.0,13.3,97.6,7.33,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniele Ragatzu,Daniele-Ragatzu,it ITA,MFFW,Cagliari,1991.0,13,313,0.29,0.17,0.0,0.24,0.86,1.43,20.9,92.4,12.6,77.2,4.86,60.7,2.57,1.71,2.0,0.57,50.0,2.3,0.57,0.0
Daniele Rugani,Daniele-Rugani,it ITA,DF,Juventus,1994.0,19,1440,0.04219178082191781,0.036986301369863014,0.04219178082191781,0.01808219178082192,1.2284931506849313,1.7361643835616438,13.035625,91.22874999999999,22.83,88.8275,3.9329374999999995,59.790625000000006,0.063875,1.8118124999999998,0.063875,0.0,67.90062499999999,0.50175,1.00225,0.8753125000000002
Daniele Verde,Daniele-Verde,it ITA,FW,Spezia,1996.0,13,617,0.44,0.24,0.15,0.21,1.16,2.17,13.0,81.8,11.9,83.7,4.06,54.9,1.3,0.43,1.3,0.0,40.0,2.92,0.29,0.58
Danijel Petković,Danijel-Petkovic,me MNE,GK,Angers,1993.0,2,180,0.0,0.0,0.0,0.0,0.5,0.5,1.5,100.0,7.5,100.0,10.5,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo,Danilo,br BRA,DF,Juventus,1991.0,47,3646,0.08984278879015721,0.046230348598769656,0.04523581681476418,0.05507860560492139,2.0223034859876967,1.3620403280929596,26.346913580246913,92.80864197530865,32.6395061728395,90.9888888888889,8.519382716049382,70.38765432098765,0.7137037037037036,6.468395061728394,1.014567901234568,0.22024691358024692,19.344444444444445,0.712716049382716,1.108395061728395,1.163827160493827
Danilo Barbosa,Danilo-Barbosa,br BRA,DFMF,Nice,1996.0,20,1372,0.0,0.039247842170160294,0.0,0.0269173859432799,1.2598150431565969,1.235450061652281,19.387581699346406,92.77843137254901,32.260130718954244,94.81111111111112,6.993464052287582,75.94509803921568,0.5233986928104576,4.9011764705882355,0.3926797385620915,0.0,16.33986928104575,0.45856209150326793,1.1762091503267973,0.6541176470588235
Danilo Cataldi,Danilo-Cataldi,it ITA,MF,Lazio,1994.0,33,908,0.11127450980392156,0.07225490196078431,0.0,0.07709150326797386,2.3195098039215685,1.3026797385620916,21.856435643564357,91.36138613861387,27.723762376237623,91.19603960396039,9.012871287128712,58.289108910891095,1.4873267326732673,8.12118811881188,1.2862376237623763,0.29554455445544553,18.79306930693069,1.1898019801980197,1.9779207920792077,1.1897029702970296
Danilo DAmbrosio,Danilo-DAmbrosio,it ITA,DF,Inter,1988.0,36,1812,0.3338073807380738,0.14398739873987398,0.0,0.07708370837083707,2.3330963096309634,0.7940414041404141,21.3960396039604,92.56237623762377,22.941584158415843,87.58514851485148,5.149306930693069,68.65445544554457,0.44396039603960397,3.122079207920792,0.7389108910891089,0.19683168316831684,63.06633663366337,0.648118811881188,1.434851485148515,0.8430693069306929
Danilo Larangeira,Danilo-Larangeira,br BRA,DF,Bologna,1984.0,57,5050,0.047373358348968116,0.016767622621281158,0.0,0.013232377378718843,1.372020905923345,1.6270704904851248,7.487272727272727,87.598752228164,19.185383244206776,89.99554367201426,9.0175935828877,63.1541889483066,0.14133689839572192,2.6026737967914437,0.23012477718360075,0.01566844919786096,25.0,0.28433155080213907,0.696114081996435,0.817397504456328
Danilo Pereira,Danilo-Pereira,pt POR,MFDF,Paris S-G,1991.0,17,904,0.2,0.13,0.0,0.01,2.3,1.0,26.5,95.3,33.4,94.1,8.9,84.8,0.2,4.9,0.2,0.1,23.1,1.29,1.0,1.4
Danny Drinkwater,Danny-Drinkwater,eng ENG,MF,Aston Villa,1990.0,5,317,0.0,0.02536,0.0,0.008453333333333334,0.58328,3.1355733333333338,17.75085714285714,78.77428571428571,16.297142857142855,92.90857142857143,7.432285714285714,61.56285714285714,0.2817142857142857,4.573714285714286,0.2817142857142857,0.0,0.0,0.5717142857142857,1.996,2.5677142857142856
Danny Ings,Danny-Ings,eng ENG,FW,Southampton,1992.0,60,4490,0.633562176165803,0.4854015544041451,0.08729922279792746,0.09545984455958548,1.3472700777202071,1.4400582901554404,7.91370741482966,75.0995991983968,4.210080160320642,66.01302605210421,1.10124248496994,41.01062124248498,1.0225450901803608,1.1413226452905811,0.8437675350701402,0.2387374749498998,41.63567134268537,2.586452905811624,0.8651102204408818,0.2574749498997996
Danny Latza,Danny-Latza,de GER,MF,Mainz 05,1989.0,44,2883,0.0,0.0771864329615297,0.12656271340769407,0.10374914636922376,1.0343796949692694,1.7659253357614388,10.862616822429906,83.50654205607476,13.282242990654206,81.05233644859813,4.423177570093458,58.27476635514018,1.31,2.2789719626168226,0.5601869158878504,0.09616822429906542,28.79252336448598,1.058504672897196,1.560373831775701,1.1241121495327104
Danny Rose,Danny-Rose,eng ENG,DF,Newcastle Utd,1990.0,23,1756,0.0,0.006742166855417138,0.0,0.036855417138542845,1.0300264250660627,1.4431445828614569,17.424615384615382,90.34769230769231,18.04769230769231,80.73538461538462,2.9213846153846155,41.70461538461539,0.6653846153846155,2.8687692307692307,0.821076923076923,0.2523076923076923,0.0,0.10153846153846155,1.4330769230769231,0.7183076923076922
Danny Welbeck,Danny-Welbeck,eng ENG,FWMF,Watford,1990.0,34,1728,0.24751708428246014,0.3875170842824601,0.03439635535307518,0.054396355353075174,1.0931890660592256,1.491776765375854,7.500260416666666,82.01666666666667,3.3852083333333334,81.10364583333335,0.6767187499999999,66.51614583333334,0.7297916666666667,0.83171875,0.36635416666666665,0.05260416666666667,44.0046875,2.136927083333333,0.7322395833333334,0.26208333333333333
Danny da Costa,Danny-da-Costa,de GER,DFMF,Eint Frankfurt,1993.0,34,2211,0.04373887240356083,0.07303330036267722,0.22005275304978572,0.22190570392350806,1.9392317837124957,1.6941543026706232,10.00991836734694,77.04489795918367,11.888979591836735,68.43183673469389,3.387428571428571,47.54857142857143,1.303061224489796,1.5095102040816328,1.956612244897959,0.9792244897959184,15.714285714285714,0.8962448979591837,1.181714285714286,0.8557959183673469
Dante,Dante,br BRA,DF,Nice,1983.0,30,2664,0.09052356020942409,0.05450261780104713,0.02701570680628272,0.012251308900523561,1.4867539267015706,1.2219895287958116,20.57702702702703,96.63851351351352,40.08445945945946,96.29662162162163,9.761824324324323,72.4804054054054,0.27256756756756756,3.8559459459459458,0.23648648648648649,0.0,32.09391891891892,0.841891891891892,0.8738513513513514,0.6769594594594595
Daouda Peeters,Daouda-Peeters,be BEL,MF,Juventus,1999.0,1,15,0.0,0.0,0.0,0.0,0.0,0.0,15.0,100.0,40.0,100.0,10.0,100.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
Dara OShea,Dara-OShea,ie IRL,DF,West Brom,1999.0,22,1803,0.0,0.01,0.0,0.01,0.7,2.25,9.4,85.5,9.45,71.1,5.5,46.0,0.3,2.85,0.15,0.0,0.0,0.2,1.4,1.5
Darío Benedetto,Dario-Benedetto,ar ARG,FW,Marseille,1986.0,26,2101,0.47,0.42,0.0,0.04,1.42,1.03,6.44,72.5,5.15,67.0,2.27,75.7,0.73,1.16,0.47,0.04,45.0,2.57,0.6,0.17
Darío Benedetto,Dario-Benedetto,ar ARG,FW,Marseille,1990.0,26,1476,0.24,0.44,0.18,0.12,1.46,1.22,7.5,75.0,3.6,64.8,1.4,56.1,0.61,0.85,0.3,0.12,35.3,2.07,0.06,0.18
